time,light,sound
12-5-17:26:0:3,37,20
12-5-17:26:0:4,37,28
12-5-17:26:0:5,36,19
12-5-17:26:0:6,36,18
12-5-17:26:0:7,36,24
12-5-17:26:0:8,36,29
12-5-17:26:0:9,37,29
12-5-17:26:1:10,37,25
12-5-17:26:1:1,36,29
12-5-17:26:1:2,37,25
12-5-17:26:1:3,37,25
12-5-17:26:1:4,35,25
12-5-17:26:1:5,36,21
12-5-17:26:1:6,37,22
12-5-17:26:1:7,37,27
12-5-17:26:1:8,36,24
12-5-17:26:1:9,37,33
12-5-17:26:2:10,36,23
12-5-17:26:2:1,36,15
12-5-17:26:2:2,36,17
12-5-17:26:2:3,35,19
12-5-17:26:2:4,36,16
12-5-17:26:2:5,36,17
12-5-17:26:2:6,36,36
12-5-17:26:2:7,37,15
12-5-17:26:2:8,37,22
12-5-17:26:2:9,37,15
12-5-17:26:3:10,36,19
12-5-17:26:3:1,36,19
12-5-17:26:3:2,35,23
12-5-17:26:3:3,35,18
12-5-17:26:3:4,35,22
12-5-17:26:3:5,35,17
12-5-17:26:3:6,35,14
12-5-17:26:3:7,35,14
12-5-17:26:3:8,36,28
12-5-17:26:3:9,36,30
12-5-17:26:4:10,36,26
12-5-17:26:4:1,36,34
12-5-17:26:4:2,36,29
12-5-17:26:4:3,36,25
12-5-17:26:4:4,36,31
12-5-17:26:4:5,36,30
12-5-17:26:4:6,35,35
12-5-17:26:4:7,34,26
12-5-17:26:4:8,35,23
12-5-17:26:4:9,35,20
12-5-17:26:5:10,36,33
12-5-17:26:5:1,36,30
12-5-17:26:5:2,36,26
12-5-17:26:5:3,36,28
12-5-17:26:5:4,36,28
12-5-17:26:5:5,36,29
12-5-17:26:5:6,36,44
12-5-17:26:5:7,36,36
12-5-17:26:5:8,36,42
12-5-17:26:5:9,36,43
12-5-17:26:6:10,36,42
12-5-17:26:6:1,36,49
12-5-17:26:6:2,36,35
12-5-17:26:6:3,36,32
12-5-17:26:6:4,36,24
12-5-17:26:6:5,35,29
12-5-17:26:6:6,35,29
12-5-17:26:6:7,37,30
12-5-17:26:6:8,36,27
12-5-17:26:6:9,36,63
12-5-17:26:7:10,36,19
12-5-17:26:7:1,36,19
12-5-17:26:7:2,36,22
12-5-17:26:7:3,36,25
12-5-17:26:7:4,37,24
12-5-17:26:7:5,36,23
12-5-17:26:7:6,36,19
12-5-17:26:7:7,38,31
12-5-17:26:7:8,36,19
12-5-17:26:7:9,36,16
12-5-17:26:8:10,36,15
12-5-17:26:8:1,36,17
12-5-17:26:8:2,36,19
12-5-17:26:8:3,36,28
12-5-17:26:8:4,37,21
12-5-17:26:8:5,36,17
12-5-17:26:8:6,36,18
12-5-17:26:8:7,36,18
12-5-17:26:8:8,36,16
12-5-17:26:8:9,36,16
12-5-17:26:9:10,36,15
12-5-17:26:9:1,36,16
12-5-17:26:9:2,36,13
12-5-17:26:9:3,37,15
12-5-17:26:9:4,35,19
12-5-17:26:9:5,36,11
12-5-17:26:9:6,36,15
12-5-17:26:9:7,35,18
12-5-17:26:9:8,35,13
12-5-17:26:9:9,35,15
12-5-17:26:10:10,36,12
12-5-17:26:10:1,35,18
12-5-17:26:10:2,36,29
12-5-17:26:10:3,36,17
12-5-17:26:10:4,35,16
12-5-17:26:10:5,36,17
12-5-17:26:10:6,36,13
12-5-17:26:10:7,35,24
12-5-17:26:10:8,36,26
12-5-17:26:10:9,36,16
12-5-17:26:11:10,36,26
12-5-17:26:11:1,36,14
12-5-17:26:11:2,36,20
12-5-17:26:11:3,37,20
12-5-17:26:11:4,36,17
12-5-17:26:11:5,37,25
12-5-17:26:11:6,37,22
12-5-17:26:11:7,37,21
12-5-17:26:11:8,36,20
12-5-17:26:11:9,37,41
12-5-17:26:12:10,36,25
12-5-17:26:12:1,36,30
12-5-17:26:12:2,37,25
12-5-17:26:12:3,37,21
12-5-17:26:12:4,38,31
12-5-17:26:12:5,38,32
12-5-17:26:12:6,38,31
12-5-17:26:12:7,36,28
12-5-17:26:12:8,36,27
12-5-17:26:12:9,37,31
12-5-17:26:13:10,37,32
12-5-17:26:13:1,35,23
12-5-17:26:13:2,36,26
12-5-17:26:13:3,35,26
12-5-17:26:13:4,36,40
12-5-17:26:13:5,35,20
12-5-17:26:13:6,36,18
12-5-17:26:13:7,35,19
12-5-17:26:13:8,36,26
12-5-17:26:13:9,34,22
12-5-17:26:14:10,35,24
12-5-17:26:14:1,35,27
12-5-17:26:14:2,36,27
12-5-17:26:14:3,35,18
12-5-17:26:14:4,35,20
12-5-17:26:14:5,34,16
12-5-17:26:14:6,35,33
12-5-17:26:14:7,36,23
12-5-17:26:14:8,35,22
12-5-17:26:14:9,35,23
12-5-17:26:15:10,35,29
12-5-17:26:15:1,35,20
12-5-17:26:15:2,35,26
12-5-17:26:15:3,35,18
12-5-17:26:15:4,36,23
12-5-17:26:15:5,35,20
12-5-17:26:15:6,35,19
12-5-17:26:15:7,35,27
12-5-17:26:15:8,36,22
12-5-17:26:15:9,35,19
12-5-17:26:16:10,35,26
12-5-17:26:16:1,35,22
12-5-17:26:16:2,37,23
12-5-17:26:16:3,34,25
12-5-17:26:16:4,35,28
12-5-17:26:16:5,34,21
12-5-17:26:16:6,34,29
12-5-17:26:16:7,34,23
12-5-17:26:16:8,34,33
12-5-17:26:16:9,34,28
12-5-17:26:17:10,34,33
12-5-17:26:17:1,35,30
12-5-17:26:17:2,35,24
12-5-17:26:17:3,34,20
12-5-17:26:17:4,35,19
12-5-17:26:17:5,34,35
12-5-17:26:17:6,34,20
12-5-17:26:17:7,35,52
12-5-17:26:17:8,35,23
12-5-17:26:17:9,34,21
12-5-17:26:18:10,34,20
12-5-17:26:18:1,36,26
12-5-17:26:18:2,36,26
12-5-17:26:18:3,37,29
12-5-17:26:18:4,36,32
12-5-17:26:18:5,36,31
12-5-17:26:18:6,38,30
12-5-17:26:18:7,36,31
12-5-17:26:18:8,36,31
12-5-17:26:18:9,37,21
12-5-17:26:19:10,37,30
12-5-17:26:19:1,37,33
12-5-17:26:19:2,36,49
12-5-17:26:19:3,36,36
12-5-17:26:19:4,36,32
12-5-17:26:19:5,36,48
12-5-17:26:19:6,36,39
12-5-17:26:19:7,36,58
12-5-17:26:19:8,36,35
12-5-17:26:19:9,35,42
12-5-17:26:20:10,37,69
12-5-17:26:20:1,35,34
12-5-17:26:20:2,36,76
12-5-17:26:20:3,35,54
12-5-17:26:20:4,34,67
12-5-17:26:20:5,34,64
12-5-17:26:20:6,34,68
12-5-17:26:20:7,34,63
12-5-17:26:20:8,34,81
12-5-17:26:20:9,34,46
12-5-17:26:21:10,34,52
12-5-17:26:21:1,33,40
12-5-17:26:21:2,33,44
12-5-17:26:21:3,33,43
12-5-17:26:21:4,34,68
12-5-17:26:21:5,33,110
12-5-17:26:21:6,34,110
12-5-17:26:21:7,34,86
12-5-17:26:21:8,34,76
12-5-17:26:21:9,34,61
12-5-17:26:22:10,34,57
12-5-17:26:22:1,35,48
12-5-17:26:22:2,34,64
12-5-17:26:22:3,34,46
12-5-17:26:22:4,33,51
12-5-17:26:22:5,35,55
12-5-17:26:22:6,35,38
12-5-17:26:22:7,36,36
12-5-17:26:22:8,35,42
12-5-17:26:22:9,35,52
12-5-17:26:23:10,35,52
12-5-17:26:23:1,36,55
12-5-17:26:23:2,36,73
12-5-17:26:23:3,35,57
12-5-17:26:23:4,36,66
12-5-17:26:23:5,36,66
12-5-17:26:23:6,36,45
12-5-17:26:23:7,36,45
12-5-17:26:23:8,35,60
12-5-17:26:23:9,35,47
12-5-17:26:24:10,35,71
12-5-17:26:24:1,36,64
12-5-17:26:24:2,36,51
12-5-17:26:24:3,35,89
12-5-17:26:24:4,35,40
12-5-17:26:24:5,36,59
12-5-17:26:24:6,36,72
12-5-17:26:24:7,35,88
12-5-17:26:24:8,36,44
12-5-17:26:24:9,35,65
12-5-17:26:25:10,35,51
12-5-17:26:25:1,35,45
12-5-17:26:25:2,35,54
12-5-17:26:25:3,35,48
12-5-17:26:25:4,34,67
12-5-17:26:25:5,35,71
12-5-17:26:25:6,35,44
12-5-17:26:25:7,36,59
12-5-17:26:25:8,35,57
12-5-17:26:25:9,36,51
12-5-17:26:26:10,35,70
12-5-17:26:26:1,36,54
12-5-17:26:26:2,34,65
12-5-17:26:26:3,36,64
12-5-17:26:26:4,35,70
12-5-17:26:26:5,36,71
12-5-17:26:26:6,35,64
12-5-17:26:26:7,35,60
12-5-17:26:26:8,37,68
12-5-17:26:26:9,36,47
12-5-17:26:27:10,36,66
12-5-17:26:27:1,37,51
12-5-17:26:27:2,36,45
12-5-17:26:27:3,36,42
12-5-17:26:27:4,36,44
12-5-17:26:27:5,36,66
12-5-17:26:27:6,36,47
12-5-17:26:27:7,35,45
12-5-17:26:27:8,36,68
12-5-17:26:27:9,35,43
12-5-17:26:28:10,36,41
12-5-17:26:28:1,36,41
12-5-17:26:28:2,36,53
12-5-17:26:28:3,35,58
12-5-17:26:28:4,33,51
12-5-17:26:28:5,33,59
12-5-17:26:28:6,33,70
12-5-17:26:28:7,33,62
12-5-17:26:28:8,33,57
12-5-17:26:28:9,33,58
12-5-17:26:29:10,33,82
12-5-17:26:29:1,33,76
12-5-17:26:29:2,33,58
12-5-17:26:29:3,34,63
12-5-17:26:29:4,33,50
12-5-17:26:29:5,33,67
12-5-17:26:29:6,33,63
12-5-17:26:29:7,33,62
12-5-17:26:29:8,32,56
12-5-17:26:29:9,33,61
12-5-17:26:30:10,32,47
12-5-17:26:30:1,32,50
12-5-17:26:30:2,32,51
12-5-17:26:30:3,31,51
12-5-17:26:30:4,31,53
12-5-17:26:30:5,31,43
12-5-17:26:30:6,31,47
12-5-17:26:30:7,31,70
12-5-17:26:30:8,32,44
12-5-17:26:30:9,31,47
12-5-17:26:31:10,31,51
12-5-17:26:31:1,31,52
12-5-17:26:31:2,31,60
12-5-17:26:31:3,30,45
12-5-17:26:31:4,30,38
12-5-17:26:31:5,30,48
12-5-17:26:31:6,30,52
12-5-17:26:31:7,29,49
12-5-17:26:31:8,29,48
12-5-17:26:31:9,29,55
12-5-17:26:32:10,30,53
12-5-17:26:32:1,30,51
12-5-17:26:32:2,30,48
12-5-17:26:32:3,31,44
12-5-17:26:32:4,31,40
12-5-17:26:32:5,32,45
12-5-17:26:32:6,32,47
12-5-17:26:32:7,33,40
12-5-17:26:32:8,33,49
12-5-17:26:32:9,33,42
12-5-17:26:33:10,33,44
12-5-17:26:33:1,33,62
12-5-17:26:33:2,32,57
12-5-17:26:33:3,33,57
12-5-17:26:33:4,32,56
12-5-17:26:33:5,33,53
12-5-17:26:33:6,33,69
12-5-17:26:33:7,32,80
12-5-17:26:33:8,32,53
12-5-17:26:33:9,33,53
12-5-17:26:34:10,33,74
12-5-17:26:34:1,33,61
12-5-17:26:34:2,33,69
12-5-17:26:34:3,33,60
12-5-17:26:34:4,34,44
12-5-17:26:34:5,35,46
12-5-17:26:34:6,34,55
12-5-17:26:34:7,35,32
12-5-17:26:34:8,35,37
12-5-17:26:34:9,35,65
12-5-17:26:35:10,35,35
12-5-17:26:35:1,35,35
12-5-17:26:35:2,36,55
12-5-17:26:35:3,35,31
12-5-17:26:35:4,35,52
12-5-17:26:35:5,35,41
12-5-17:26:35:6,35,45
12-5-17:26:35:7,34,39
12-5-17:26:35:8,32,44
12-5-17:26:35:9,33,42
12-5-17:26:36:10,33,46
12-5-17:26:36:1,33,38
12-5-17:26:36:2,33,49
12-5-17:26:36:3,33,40
12-5-17:26:36:4,33,51
12-5-17:26:36:5,32,51
12-5-17:26:36:6,32,47
12-5-17:26:36:7,32,49
12-5-17:26:36:8,33,50
12-5-17:26:36:9,34,31
12-5-17:26:37:10,33,38
12-5-17:26:37:1,34,34
12-5-17:26:37:2,34,34
12-5-17:26:37:3,32,38
12-5-17:26:37:4,33,47
12-5-17:26:37:5,33,32
12-5-17:26:37:6,33,45
12-5-17:26:37:7,33,36
12-5-17:26:37:8,33,36
12-5-17:26:37:9,33,30
12-5-17:26:38:10,32,42
12-5-17:26:38:1,32,42
12-5-17:26:38:2,33,42
12-5-17:26:38:3,33,42
12-5-17:26:38:4,32,41
12-5-17:26:38:5,32,41
12-5-17:26:38:6,33,38
12-5-17:26:38:7,33,60
12-5-17:26:38:8,32,43
12-5-17:26:38:9,32,63
12-5-17:26:39:10,32,57
12-5-17:26:39:1,32,59
12-5-17:26:39:2,32,61
12-5-17:26:39:3,33,70
12-5-17:26:39:4,32,55
12-5-17:26:39:5,32,44
12-5-17:26:39:6,32,56
12-5-17:26:39:7,32,54
12-5-17:26:39:8,32,42
12-5-17:26:39:9,31,39
12-5-17:26:40:10,32,51
12-5-17:26:40:1,33,55
12-5-17:26:40:2,32,39
12-5-17:26:40:3,32,49
12-5-17:26:40:4,33,63
12-5-17:26:40:5,33,43
12-5-17:26:40:6,33,59
12-5-17:26:40:7,33,40
12-5-17:26:40:8,33,46
12-5-17:26:40:9,33,54
12-5-17:26:41:10,35,57
12-5-17:26:41:1,35,45
12-5-17:26:41:2,35,57
12-5-17:26:41:3,35,48
12-5-17:26:41:4,35,40
12-5-17:26:41:5,35,47
12-5-17:26:41:6,35,49
12-5-17:26:41:7,34,37
12-5-17:26:41:8,35,39
12-5-17:26:41:9,35,45
12-5-17:26:42:10,35,45
12-5-17:26:42:1,35,36
12-5-17:26:42:2,33,30
12-5-17:26:42:3,33,61
12-5-17:26:42:4,33,46
12-5-17:26:42:5,33,55
12-5-17:26:42:6,32,50
12-5-17:26:42:7,33,42
12-5-17:26:42:8,33,37
12-5-17:26:42:9,32,44
12-5-17:26:43:10,33,33
12-5-17:26:43:1,33,52
12-5-17:26:43:2,33,59
12-5-17:26:43:3,34,50
12-5-17:26:43:4,33,47
12-5-17:26:43:5,33,47
12-5-17:26:43:6,33,37
12-5-17:26:43:7,33,47
12-5-17:26:43:8,34,61
12-5-17:26:43:9,34,40
12-5-17:26:44:10,34,53
12-5-17:26:44:1,34,51
12-5-17:26:44:2,35,43
12-5-17:26:44:3,35,38
12-5-17:26:44:4,35,37
12-5-17:26:44:5,35,36
12-5-17:26:44:6,34,44
12-5-17:26:44:7,35,41
12-5-17:26:44:8,35,37
12-5-17:26:44:9,36,51
12-5-17:26:45:10,35,37
12-5-17:26:45:1,34,45
12-5-17:26:45:2,36,50
12-5-17:26:45:3,35,39
12-5-17:26:45:4,35,35
12-5-17:26:45:5,35,55
12-5-17:26:45:6,34,59
12-5-17:26:45:7,35,60
12-5-17:26:45:8,35,47
12-5-17:26:45:9,35,48
12-5-17:26:46:10,35,40
12-5-17:26:46:1,34,34
12-5-17:26:46:2,34,40
12-5-17:26:46:3,34,50
12-5-17:26:46:4,34,37
12-5-17:26:46:5,35,44
12-5-17:26:46:6,34,56
12-5-17:26:46:7,34,40
12-5-17:26:46:8,35,35
12-5-17:26:46:9,33,35
12-5-17:26:47:10,33,35
12-5-17:26:47:1,33,38
12-5-17:26:47:2,33,38
12-5-17:26:47:3,33,36
12-5-17:26:47:4,32,34
12-5-17:26:47:5,32,42
12-5-17:26:47:6,33,40
12-5-17:26:47:7,32,41
12-5-17:26:47:8,32,40
12-5-17:26:47:9,33,45
12-5-17:26:48:10,33,65
12-5-17:26:48:1,32,84
12-5-17:26:48:2,33,61
12-5-17:26:48:3,32,106
12-5-17:26:48:4,33,82
12-5-17:26:48:5,32,67
12-5-17:26:48:6,33,60
12-5-17:26:48:7,33,75
12-5-17:26:48:8,32,50
12-5-17:26:48:9,34,70
12-5-17:26:49:10,34,56
12-5-17:26:49:1,33,58
12-5-17:26:49:2,34,51
12-5-17:26:49:3,35,59
12-5-17:26:49:4,35,74
12-5-17:26:49:5,34,94
12-5-17:26:49:6,33,62
12-5-17:26:49:7,35,71
12-5-17:26:49:8,33,69
12-5-17:26:49:9,34,48
12-5-17:26:50:10,34,57
12-5-17:26:50:1,34,43
12-5-17:26:50:2,33,72
12-5-17:26:50:3,34,56
12-5-17:26:50:4,33,63
12-5-17:26:50:5,34,46
12-5-17:26:50:6,34,62
12-5-17:26:50:7,34,70
12-5-17:26:50:8,35,49
12-5-17:26:50:9,34,67
12-5-17:26:51:10,33,63
12-5-17:26:51:1,33,45
12-5-17:26:51:2,34,58
12-5-17:26:51:3,33,47
12-5-17:26:51:4,34,46
12-5-17:26:51:5,33,59
12-5-17:26:51:6,34,70
12-5-17:26:51:7,33,44
12-5-17:26:51:8,34,65
12-5-17:26:51:9,31,36
12-5-17:26:52:10,32,56
12-5-17:26:52:1,32,35
12-5-17:26:52:2,32,48
12-5-17:26:52:3,32,42
12-5-17:26:52:4,32,55
12-5-17:26:52:5,32,42
12-5-17:26:52:6,32,59
12-5-17:26:52:7,32,47
12-5-17:26:52:8,32,47
12-5-17:26:52:9,32,57
12-5-17:26:53:10,31,62
12-5-17:26:53:1,32,55
12-5-17:26:53:2,32,60
12-5-17:26:53:3,31,84
12-5-17:26:53:4,32,46
12-5-17:26:53:5,32,59
12-5-17:26:53:6,31,79
12-5-17:26:53:7,31,79
12-5-17:26:53:8,32,63
12-5-17:26:53:9,32,48
12-5-17:26:54:10,32,55
12-5-17:26:54:1,31,67
12-5-17:26:54:2,32,62
12-5-17:26:54:3,32,58
12-5-17:26:54:4,32,61
12-5-17:26:54:5,32,63
12-5-17:26:54:6,32,66
12-5-17:26:54:7,32,64
12-5-17:26:54:8,32,72
12-5-17:26:54:9,31,62
12-5-17:26:55:10,33,52
12-5-17:26:55:1,33,48
12-5-17:26:55:2,32,89
12-5-17:26:55:3,32,60
12-5-17:26:55:4,33,57
12-5-17:26:55:5,33,60
12-5-17:26:55:6,34,70
12-5-17:26:55:7,34,51
12-5-17:26:55:8,34,70
12-5-17:26:55:9,34,68
12-5-17:26:56:10,34,46
12-5-17:26:56:1,35,72
12-5-17:26:56:2,34,52
12-5-17:26:56:3,34,42
12-5-17:26:56:4,34,59
12-5-17:26:56:5,34,49
12-5-17:26:56:6,33,56
12-5-17:26:56:7,34,61
12-5-17:26:56:8,34,57
12-5-17:26:56:9,34,53
12-5-17:26:57:10,34,62
12-5-17:26:57:1,34,46
12-5-17:26:57:2,34,47
12-5-17:26:57:3,35,62
12-5-17:26:57:4,34,45
12-5-17:26:57:5,35,65
12-5-17:26:57:6,34,46
12-5-17:26:57:7,34,54
12-5-17:26:57:8,34,52
12-5-17:26:57:9,33,51
12-5-17:26:58:10,34,49
12-5-17:26:58:1,34,58
12-5-17:26:58:2,34,55
12-5-17:26:58:3,34,62
12-5-17:26:58:4,34,51
12-5-17:26:58:5,34,51
12-5-17:26:58:6,32,57
12-5-17:26:58:7,32,50
12-5-17:26:58:8,32,47
12-5-17:26:58:9,32,50
12-5-17:26:59:10,31,62
12-5-17:26:59:1,32,48
12-5-17:26:59:2,31,69
12-5-17:26:59:3,31,67
12-5-17:26:59:4,32,77
12-5-17:26:59:5,32,49
12-5-17:26:59:6,32,95
12-5-17:26:59:7,32,71
12-5-17:26:59:8,32,40
12-5-17:26:59:9,32,154
12-5-17:27:0:10,32,59
12-5-17:27:0:1,32,34
12-5-17:27:0:2,33,93
12-5-17:27:0:3,33,48
12-5-17:27:0:4,33,93
12-5-17:27:0:5,33,50
12-5-17:27:0:6,34,57
12-5-17:27:0:7,34,38
12-5-17:27:0:8,33,43
12-5-17:27:0:9,34,46
12-5-17:27:1:10,34,85
12-5-17:27:1:1,35,51
12-5-17:27:1:2,34,53
12-5-17:27:1:3,34,38
12-5-17:27:1:4,34,37
12-5-17:27:1:5,34,40
12-5-17:27:1:6,34,39
12-5-17:27:1:7,33,40
12-5-17:27:1:8,33,36
12-5-17:27:1:9,33,37
12-5-17:27:2:10,32,47
12-5-17:27:2:1,32,43
12-5-17:27:2:2,32,37
12-5-17:27:2:3,32,29
12-5-17:27:2:4,32,40
12-5-17:27:2:5,31,32
12-5-17:27:2:6,32,94
12-5-17:27:2:7,32,68
12-5-17:27:2:8,32,63
12-5-17:27:2:9,32,41
12-5-17:27:3:10,32,101
12-5-17:27:3:1,32,67
12-5-17:27:3:2,31,103
12-5-17:27:3:3,32,47
12-5-17:27:3:4,32,52
12-5-17:27:3:5,31,67
12-5-17:27:3:6,32,64
12-5-17:27:3:7,32,43
12-5-17:27:3:8,32,61
12-5-17:27:3:9,32,32
12-5-17:27:4:10,31,31
12-5-17:27:4:1,32,39
12-5-17:27:4:2,31,39
12-5-17:27:4:3,31,36
12-5-17:27:4:4,33,59
12-5-17:27:4:5,33,67
12-5-17:27:4:6,33,33
12-5-17:27:4:7,34,47
12-5-17:27:4:8,34,63
12-5-17:27:4:9,34,65
12-5-17:27:5:10,33,65
12-5-17:27:5:1,34,44
12-5-17:27:5:2,34,47
12-5-17:27:5:3,34,46
12-5-17:27:5:4,34,33
12-5-17:27:5:5,34,36
12-5-17:27:5:6,34,45
12-5-17:27:5:7,35,62
12-5-17:27:5:8,32,71
12-5-17:27:5:9,34,34
12-5-17:27:6:10,34,44
12-5-17:27:6:1,33,35
12-5-17:27:6:2,34,36
12-5-17:27:6:3,34,40
12-5-17:27:6:4,33,41
12-5-17:27:6:5,33,37
12-5-17:27:6:6,33,42
12-5-17:27:6:7,33,44
12-5-17:27:6:8,33,33
12-5-17:27:6:9,34,49
12-5-17:27:7:10,33,55
12-5-17:27:7:1,33,49
12-5-17:27:7:2,33,35
12-5-17:27:7:3,34,33
12-5-17:27:7:4,34,48
12-5-17:27:7:5,34,47
12-5-17:27:7:6,34,77
12-5-17:27:7:7,34,34
12-5-17:27:7:8,34,52
12-5-17:27:7:9,34,41
12-5-17:27:8:10,34,75
12-5-17:27:8:1,34,57
12-5-17:27:8:2,32,55
12-5-17:27:8:3,30,32
12-5-17:27:8:4,32,58
12-5-17:27:8:5,32,58
12-5-17:27:8:6,31,39
12-5-17:27:8:7,31,39
12-5-17:27:8:8,31,61
12-5-17:27:8:9,31,61
12-5-17:27:9:10,32,69
12-5-17:27:9:1,31,86
12-5-17:27:9:2,31,71
12-5-17:27:9:3,31,55
12-5-17:27:9:4,31,53
12-5-17:27:9:5,30,47
12-5-17:27:9:6,31,30
12-5-17:27:9:7,31,45
12-5-17:27:9:8,31,58
12-5-17:27:9:9,31,59
12-5-17:27:10:10,30,48
12-5-17:27:10:1,32,185
12-5-17:27:10:2,33,69
12-5-17:27:10:3,33,67
12-5-17:27:10:4,34,69
12-5-17:27:10:5,32,35
12-5-17:27:10:6,32,53
12-5-17:27:10:7,33,46
12-5-17:27:10:8,33,33
12-5-17:27:10:9,33,54
12-5-17:27:11:10,33,39
12-5-17:27:11:1,33,37
12-5-17:27:11:2,33,48
12-5-17:27:11:3,33,38
12-5-17:27:11:4,33,55
12-5-17:27:11:5,33,48
12-5-17:27:11:6,34,33
12-5-17:27:11:7,33,38
12-5-17:27:11:8,33,40
12-5-17:27:11:9,33,42
12-5-17:27:12:10,33,149
12-5-17:27:12:1,33,50
12-5-17:27:12:2,33,45
12-5-17:27:12:3,32,45
12-5-17:27:12:4,33,58
12-5-17:27:12:5,33,43
12-5-17:27:12:6,33,41
12-5-17:27:12:7,32,63
12-5-17:27:12:8,33,63
12-5-17:27:12:9,33,57
12-5-17:27:13:10,32,47
12-5-17:27:13:1,33,45
12-5-17:27:13:2,31,43
12-5-17:27:13:3,31,39
12-5-17:27:13:4,31,51
12-5-17:27:13:5,31,40
12-5-17:27:13:6,31,44
12-5-17:27:13:7,32,59
12-5-17:27:13:8,29,44
12-5-17:27:13:9,30,58
12-5-17:27:14:10,31,57
12-5-17:27:14:1,31,36
12-5-17:27:14:2,30,87
12-5-17:27:14:3,30,44
12-5-17:27:14:4,29,38
12-5-17:27:14:5,29,35
12-5-17:27:14:6,28,60
12-5-17:27:14:7,27,38
12-5-17:27:14:8,27,45
12-5-17:27:14:9,25,34
12-5-17:27:15:10,23,43
12-5-17:27:15:1,24,45
12-5-17:27:15:2,24,37
12-5-17:27:15:3,24,45
12-5-17:27:15:4,24,47
12-5-17:27:15:5,25,48
12-5-17:27:15:6,25,34
12-5-17:27:15:7,25,42
12-5-17:27:15:8,25,38
12-5-17:27:15:9,25,35
12-5-17:27:16:10,24,37
12-5-17:27:16:1,24,34
12-5-17:27:16:2,24,38
12-5-17:27:16:3,25,34
12-5-17:27:16:4,27,55
12-5-17:27:16:5,27,44
12-5-17:27:16:6,27,36
12-5-17:27:16:7,28,35
12-5-17:27:16:8,28,36
12-5-17:27:16:9,29,35
12-5-17:27:17:10,28,30
12-5-17:27:17:1,29,32
12-5-17:27:17:2,29,62
12-5-17:27:17:3,29,43
12-5-17:27:17:4,30,50
12-5-17:27:17:5,29,60
12-5-17:27:17:6,30,54
12-5-17:27:17:7,29,38
12-5-17:27:17:8,30,63
12-5-17:27:17:9,31,64
12-5-17:27:18:10,31,52
12-5-17:27:18:1,32,50
12-5-17:27:18:2,33,55
12-5-17:27:18:3,32,66
12-5-17:27:18:4,33,41
12-5-17:27:18:5,32,42
12-5-17:27:18:6,32,43
12-5-17:27:18:7,32,35
12-5-17:27:18:8,31,50
12-5-17:27:18:9,32,35
12-5-17:27:19:10,33,57
12-5-17:27:19:1,32,48
12-5-17:27:19:2,32,73
12-5-17:27:19:3,32,31
12-5-17:27:19:4,33,59
12-5-17:27:19:5,33,39
12-5-17:27:19:6,32,39
12-5-17:27:19:7,32,32
12-5-17:27:19:8,32,32
12-5-17:27:19:9,31,38
12-5-17:27:20:10,31,38
12-5-17:27:20:1,31,34
12-5-17:27:20:2,31,49
12-5-17:27:20:3,31,34
12-5-17:27:20:4,33,59
12-5-17:27:20:5,32,58
12-5-17:27:20:6,33,42
12-5-17:27:20:7,34,39
12-5-17:27:20:8,32,47
12-5-17:27:20:9,32,41
12-5-17:27:21:10,34,39
12-5-17:27:21:1,32,29
12-5-17:27:21:2,31,47
12-5-17:27:21:3,32,37
12-5-17:27:21:4,32,41
12-5-17:27:21:5,31,48
12-5-17:27:21:6,32,46
12-5-17:27:21:7,32,30
12-5-17:27:21:8,31,34
12-5-17:27:21:9,32,35
12-5-17:27:22:10,32,50
12-5-17:27:22:1,32,43
12-5-17:27:22:2,33,43
12-5-17:27:22:3,32,48
12-5-17:27:22:4,32,64
12-5-17:27:22:5,34,76
12-5-17:27:22:6,32,55
12-5-17:27:22:7,31,74
12-5-17:27:22:8,32,50
12-5-17:27:22:9,32,43
12-5-17:27:23:10,32,51
12-5-17:27:23:1,32,42
12-5-17:27:23:2,32,38
12-5-17:27:23:3,33,47
12-5-17:27:23:4,33,47
12-5-17:27:23:5,32,62
12-5-17:27:23:6,34,61
12-5-17:27:23:7,32,50
12-5-17:27:23:8,32,42
12-5-17:27:23:9,32,30
12-5-17:27:24:10,32,48
12-5-17:27:24:1,32,35
12-5-17:27:24:2,32,40
12-5-17:27:24:3,32,43
12-5-17:27:24:4,31,44
12-5-17:27:24:5,32,41
12-5-17:27:24:6,31,38
12-5-17:27:24:7,31,46
12-5-17:27:24:8,32,51
12-5-17:27:24:9,33,48
12-5-17:27:25:10,33,29
12-5-17:27:25:1,33,52
12-5-17:27:25:2,34,51
12-5-17:27:25:3,32,55
12-5-17:27:25:4,31,30
12-5-17:27:25:5,32,48
12-5-17:27:25:6,31,35
12-5-17:27:25:7,30,38
12-5-17:27:25:8,32,43
12-5-17:27:25:9,32,48
12-5-17:27:26:10,32,27
12-5-17:27:26:1,33,31
12-5-17:27:26:2,32,39
12-5-17:27:26:3,32,66
12-5-17:27:26:4,33,51
12-5-17:27:26:5,32,105
12-5-17:27:26:6,32,57
12-5-17:27:26:7,31,46
12-5-17:27:26:8,31,55
12-5-17:27:26:9,32,53
12-5-17:27:27:10,32,67
12-5-17:27:27:1,32,58
12-5-17:27:27:2,32,57
12-5-17:27:27:3,34,56
12-5-17:27:27:4,32,59
12-5-17:27:27:5,32,44
12-5-17:27:27:6,32,52
