time,light,sound
12-5-17:26:17:3,122,17
12-5-17:26:17:4,123,27
12-5-17:26:17:5,124,13
12-5-17:26:17:6,124,10
12-5-17:26:17:7,125,12
12-5-17:26:17:8,127,11
12-5-17:26:17:9,127,10
12-5-17:26:18:10,127,9
12-5-17:26:18:1,126,11
12-5-17:26:18:2,125,11
12-5-17:26:18:3,123,9
12-5-17:26:18:4,123,15
12-5-17:26:18:5,122,16
12-5-17:26:18:6,122,13
12-5-17:26:18:7,123,10
12-5-17:26:18:8,124,11
12-5-17:26:18:9,125,13
12-5-17:26:19:10,125,10
12-5-17:26:19:1,126,8
12-5-17:26:19:2,127,12
12-5-17:26:19:3,126,10
12-5-17:26:19:4,125,10
12-5-17:26:19:5,123,11
12-5-17:26:19:6,121,12
12-5-17:26:19:7,120,17
12-5-17:26:19:8,120,12
12-5-17:26:19:9,120,10
12-5-17:26:20:10,120,20
12-5-17:26:20:1,121,9
12-5-17:26:20:2,122,10
12-5-17:26:20:3,123,11
12-5-17:26:20:4,124,10
12-5-17:26:20:5,123,15
12-5-17:26:20:6,122,9
12-5-17:26:20:7,120,12
12-5-17:26:20:8,119,8
12-5-17:26:20:9,119,11
12-5-17:26:21:10,118,10
12-5-17:26:21:1,117,9
12-5-17:26:21:2,118,11
12-5-17:26:21:3,117,12
12-5-17:26:21:4,117,18
12-5-17:26:21:5,118,14
12-5-17:26:21:6,117,9
12-5-17:26:21:7,116,8
12-5-17:26:21:8,112,10
12-5-17:26:21:9,108,9
12-5-17:26:22:10,107,21
12-5-17:26:22:1,107,10
12-5-17:26:22:2,108,11
12-5-17:26:22:3,110,8
12-5-17:26:22:4,113,16
12-5-17:26:22:5,116,15
12-5-17:26:22:6,118,11
12-5-17:26:22:7,120,14
12-5-17:26:22:8,122,10
12-5-17:26:22:9,123,10
12-5-17:26:23:10,124,10
12-5-17:26:23:1,124,9
12-5-17:26:23:2,123,9
12-5-17:26:23:3,123,9
12-5-17:26:23:4,123,11
12-5-17:26:23:5,123,10
12-5-17:26:23:6,124,10
12-5-17:26:23:7,124,9
12-5-17:26:23:8,125,10
12-5-17:26:23:9,127,8
12-5-17:26:24:10,127,9
12-5-17:26:24:1,128,13
12-5-17:26:24:2,127,9
12-5-17:26:24:3,126,10
12-5-17:26:24:4,124,10
12-5-17:26:24:5,122,13
12-5-17:26:24:6,122,19
12-5-17:26:24:7,121,10
12-5-17:26:24:8,119,13
12-5-17:26:24:9,118,13
12-5-17:26:25:10,118,20
12-5-17:26:25:1,120,12
12-5-17:26:25:2,121,13
12-5-17:26:25:3,119,14
12-5-17:26:25:4,118,25
12-5-17:26:25:5,118,21
12-5-17:26:25:6,116,18
12-5-17:26:25:7,115,14
12-5-17:26:25:8,115,12
12-5-17:26:25:9,116,9
12-5-17:26:26:10,118,10
12-5-17:26:26:1,119,18
12-5-17:26:26:2,120,8
12-5-17:26:26:3,120,11
12-5-17:26:26:4,121,18
12-5-17:26:26:5,121,17
12-5-17:26:26:6,121,13
12-5-17:26:26:7,122,11
12-5-17:26:26:8,122,16
12-5-17:26:26:9,122,10
12-5-17:26:27:10,121,11
12-5-17:26:27:1,121,9
12-5-17:26:27:2,121,15
12-5-17:26:27:3,122,13
12-5-17:26:27:4,122,20
12-5-17:26:27:5,122,12
12-5-17:26:27:6,122,12
12-5-17:26:27:7,121,11
12-5-17:26:27:8,119,12
12-5-17:26:27:9,117,10
12-5-17:26:28:10,117,10
12-5-17:26:28:1,117,25
12-5-17:26:28:2,119,11
12-5-17:26:28:3,120,17
12-5-17:26:28:4,121,13
12-5-17:26:28:5,123,15
12-5-17:26:28:6,124,18
12-5-17:26:28:7,126,11
12-5-17:26:28:8,127,14
12-5-17:26:28:9,126,13
12-5-17:26:29:10,126,14
12-5-17:26:29:1,124,15
12-5-17:26:29:2,123,10
12-5-17:26:29:3,123,14
12-5-17:26:29:4,123,11
12-5-17:26:29:5,123,14
12-5-17:26:29:6,124,10
12-5-17:26:29:7,125,12
12-5-17:26:29:8,126,13
12-5-17:26:29:9,127,14
12-5-17:26:30:10,127,9
12-5-17:26:30:1,126,10
12-5-17:26:30:2,125,10
12-5-17:26:30:3,124,11
12-5-17:26:30:4,122,18
12-5-17:26:30:5,122,13
12-5-17:26:30:6,122,13
12-5-17:26:30:7,122,13
12-5-17:26:30:8,124,15
12-5-17:26:30:9,124,15
12-5-17:26:31:10,126,11
12-5-17:26:31:1,127,11
12-5-17:26:31:2,128,12
12-5-17:26:31:3,128,11
12-5-17:26:31:4,127,10
12-5-17:26:31:5,125,15
12-5-17:26:31:6,124,10
12-5-17:26:31:7,123,10
12-5-17:26:31:8,123,10
12-5-17:26:31:9,123,10
12-5-17:26:32:10,124,10
12-5-17:26:32:1,125,13
12-5-17:26:32:2,126,11
12-5-17:26:32:3,127,18
12-5-17:26:32:4,127,21
12-5-17:26:32:5,127,22
12-5-17:26:32:6,126,14
12-5-17:26:32:7,124,10
12-5-17:26:32:8,123,11
12-5-17:26:32:9,122,14
12-5-17:26:33:10,122,12
12-5-17:26:33:1,123,14
12-5-17:26:33:2,124,12
12-5-17:26:33:3,125,11
12-5-17:26:33:4,126,12
12-5-17:26:33:5,127,14
12-5-17:26:33:6,127,10
12-5-17:26:33:7,126,14
12-5-17:26:33:8,125,11
12-5-17:26:33:9,124,12
12-5-17:26:34:10,123,12
12-5-17:26:34:1,122,12
12-5-17:26:34:2,123,15
12-5-17:26:34:3,123,14
12-5-17:26:34:4,125,12
12-5-17:26:34:5,126,11
12-5-17:26:34:6,127,11
12-5-17:26:34:7,128,13
12-5-17:26:34:8,127,10
12-5-17:26:34:9,126,10
12-5-17:26:35:10,124,17
12-5-17:26:35:1,124,23
12-5-17:26:35:2,123,16
12-5-17:26:35:3,123,10
12-5-17:26:35:4,123,10
12-5-17:26:35:5,124,16
12-5-17:26:35:6,125,10
12-5-17:26:35:7,127,13
12-5-17:26:35:8,127,11
12-5-17:26:35:9,128,12
12-5-17:26:36:10,127,10
12-5-17:26:36:1,125,12
12-5-17:26:36:2,124,13
12-5-17:26:36:3,123,11
12-5-17:26:36:4,123,15
12-5-17:26:36:5,123,11
12-5-17:26:36:6,124,19
12-5-17:26:36:7,124,16
12-5-17:26:36:8,125,13
12-5-17:26:36:9,127,10
12-5-17:26:37:10,127,13
12-5-17:26:37:1,128,13
12-5-17:26:37:2,126,14
12-5-17:26:37:3,125,10
12-5-17:26:37:4,124,10
12-5-17:26:37:5,123,20
12-5-17:26:37:6,123,22
12-5-17:26:37:7,123,17
12-5-17:26:37:8,124,10
12-5-17:26:37:9,125,14
12-5-17:26:38:10,126,10
12-5-17:26:38:1,127,10
12-5-17:26:38:2,128,10
12-5-17:26:38:3,127,10
12-5-17:26:38:4,126,11
12-5-17:26:38:5,125,16
12-5-17:26:38:6,123,14
12-5-17:26:38:7,123,19
12-5-17:26:38:8,123,13
12-5-17:26:38:9,123,14
12-5-17:26:39:10,123,12
12-5-17:26:39:1,124,14
12-5-17:26:39:2,125,14
12-5-17:26:39:3,126,12
12-5-17:26:39:4,127,9
12-5-17:26:39:5,127,19
12-5-17:26:39:6,126,10
12-5-17:26:39:7,125,9
12-5-17:26:39:8,123,13
12-5-17:26:39:9,123,12
12-5-17:26:40:10,122,14
12-5-17:26:40:1,122,20
12-5-17:26:40:2,123,11
12-5-17:26:40:3,124,10
12-5-17:26:40:4,125,20
12-5-17:26:40:5,126,18
12-5-17:26:40:6,127,20
12-5-17:26:40:7,127,12
12-5-17:26:40:8,127,13
12-5-17:26:40:9,125,13
12-5-17:26:41:10,124,11
12-5-17:26:41:1,123,12
12-5-17:26:41:2,122,10
12-5-17:26:41:3,123,11
12-5-17:26:41:4,123,16
12-5-17:26:41:5,124,13
12-5-17:26:41:6,125,10
12-5-17:26:41:7,126,14
12-5-17:26:41:8,127,16
12-5-17:26:41:9,128,11
12-5-17:26:42:10,127,12
12-5-17:26:42:1,126,17
12-5-17:26:42:2,125,12
12-5-17:26:42:3,123,13
12-5-17:26:42:4,122,10
12-5-17:26:42:5,123,27
12-5-17:26:42:6,123,11
12-5-17:26:42:7,124,17
12-5-17:26:42:8,125,11
12-5-17:26:42:9,126,12
12-5-17:26:43:10,127,15
12-5-17:26:43:1,127,32
12-5-17:26:43:2,127,17
12-5-17:26:43:3,127,15
12-5-17:26:43:4,125,13
12-5-17:26:43:5,124,13
12-5-17:26:43:6,123,10
12-5-17:26:43:7,123,8
12-5-17:26:43:8,123,12
12-5-17:26:43:9,124,11
12-5-17:26:44:10,124,11
12-5-17:26:44:1,126,11
12-5-17:26:44:2,126,14
12-5-17:26:44:3,127,11
12-5-17:26:44:4,128,9
12-5-17:26:44:5,127,18
12-5-17:26:44:6,126,10
12-5-17:26:44:7,124,30
12-5-17:26:44:8,123,14
12-5-17:26:44:9,123,19
12-5-17:26:45:10,123,10
12-5-17:26:45:1,123,14
12-5-17:26:45:2,123,13
12-5-17:26:45:3,125,11
12-5-17:26:45:4,126,15
12-5-17:26:45:5,127,13
12-5-17:26:45:6,127,13
12-5-17:26:45:7,127,13
12-5-17:26:45:8,127,13
12-5-17:26:45:9,126,31
12-5-17:26:46:10,124,13
12-5-17:26:46:1,123,10
12-5-17:26:46:2,123,12
12-5-17:26:46:3,122,10
12-5-17:26:46:4,123,10
12-5-17:26:46:5,123,13
12-5-17:26:46:6,124,12
12-5-17:26:46:7,125,9
12-5-17:26:46:8,126,10
12-5-17:26:46:9,127,11
12-5-17:26:47:10,127,10
12-5-17:26:47:1,127,12
12-5-17:26:47:2,125,11
12-5-17:26:47:3,124,16
12-5-17:26:47:4,123,10
12-5-17:26:47:5,123,11
12-5-17:26:47:6,122,22
12-5-17:26:47:7,124,27
12-5-17:26:47:8,123,10
12-5-17:26:47:9,125,12
12-5-17:26:48:10,126,14
12-5-17:26:48:1,127,12
12-5-17:26:48:2,128,12
12-5-17:26:48:3,127,11
12-5-17:26:48:4,126,10
12-5-17:26:48:5,124,13
12-5-17:26:48:6,124,12
12-5-17:26:48:7,123,14
12-5-17:26:48:8,123,12
12-5-17:26:48:9,124,14
12-5-17:26:49:10,124,12
12-5-17:26:49:1,125,18
12-5-17:26:49:2,126,13
12-5-17:26:49:3,127,12
12-5-17:26:49:4,128,13
12-5-17:26:49:5,128,12
12-5-17:26:49:6,127,11
12-5-17:26:49:7,125,11
12-5-17:26:49:8,124,12
12-5-17:26:49:9,123,13
12-5-17:26:50:10,123,17
12-5-17:26:50:1,123,9
12-5-17:26:50:2,124,10
12-5-17:26:50:3,124,12
12-5-17:26:50:4,126,9
12-5-17:26:50:5,127,13
12-5-17:26:50:6,127,20
12-5-17:26:50:7,128,13
12-5-17:26:50:8,127,12
12-5-17:26:50:9,126,11
12-5-17:26:51:10,124,9
12-5-17:26:51:1,123,12
12-5-17:26:51:2,123,9
12-5-17:26:51:3,123,17
12-5-17:26:51:4,123,12
12-5-17:26:51:5,124,14
12-5-17:26:51:6,125,11
12-5-17:26:51:7,126,10
12-5-17:26:51:8,127,15
12-5-17:26:51:9,128,29
12-5-17:26:52:10,127,12
12-5-17:26:52:1,126,12
12-5-17:26:52:2,124,14
12-5-17:26:52:3,123,15
12-5-17:26:52:4,123,10
12-5-17:26:52:5,122,9
12-5-17:26:52:6,122,12
12-5-17:26:52:7,123,20
12-5-17:26:52:8,124,15
12-5-17:26:52:9,125,12
12-5-17:26:53:10,127,11
12-5-17:26:53:1,127,12
12-5-17:26:53:2,127,12
12-5-17:26:53:3,126,12
12-5-17:26:53:4,124,9
12-5-17:26:53:5,123,14
12-5-17:26:53:6,122,10
12-5-17:26:53:7,122,12
12-5-17:26:53:8,123,15
12-5-17:26:53:9,123,10
12-5-17:26:54:10,124,14
12-5-17:26:54:1,126,13
12-5-17:26:54:2,126,12
12-5-17:26:54:3,127,11
12-5-17:26:54:4,126,17
12-5-17:26:54:5,126,14
12-5-17:26:54:6,124,22
12-5-17:26:54:7,124,17
12-5-17:26:54:8,122,14
12-5-17:26:54:9,122,10
12-5-17:26:55:10,122,14
12-5-17:26:55:1,123,12
12-5-17:26:55:2,124,9
12-5-17:26:55:3,125,20
12-5-17:26:55:4,127,18
12-5-17:26:55:5,127,11
12-5-17:26:55:6,127,13
12-5-17:26:55:7,126,15
12-5-17:26:55:8,125,16
12-5-17:26:55:9,123,13
12-5-17:26:56:10,122,11
12-5-17:26:56:1,122,13
12-5-17:26:56:2,123,11
12-5-17:26:56:3,123,9
12-5-17:26:56:4,124,11
12-5-17:26:56:5,125,12
12-5-17:26:56:6,126,12
12-5-17:26:56:7,127,9
12-5-17:26:56:8,127,15
12-5-17:26:56:9,127,15
12-5-17:26:57:10,125,11
12-5-17:26:57:1,124,15
12-5-17:26:57:2,123,12
12-5-17:26:57:3,122,10
12-5-17:26:57:4,123,18
12-5-17:26:57:5,124,15
12-5-17:26:57:6,125,10
12-5-17:26:57:7,126,14
12-5-17:26:57:8,127,10
12-5-17:26:57:9,128,12
12-5-17:26:58:10,128,11
12-5-17:26:58:1,127,16
12-5-17:26:58:2,126,12
12-5-17:26:58:3,124,11
12-5-17:26:58:4,124,12
12-5-17:26:58:5,124,11
12-5-17:26:58:6,123,10
12-5-17:26:58:7,124,10
12-5-17:26:58:8,125,29
12-5-17:26:58:9,126,20
12-5-17:26:59:10,127,17
12-5-17:26:59:1,128,18
12-5-17:26:59:2,128,13
12-5-17:26:59:3,128,13
12-5-17:26:59:4,126,14
12-5-17:26:59:5,125,16
12-5-17:26:59:6,124,9
12-5-17:26:59:7,123,19
12-5-17:26:59:8,124,101
12-5-17:26:59:9,123,38
12-5-17:27:0:10,125,23
12-5-17:27:0:1,126,13
12-5-17:27:0:2,127,15
12-5-17:27:0:3,127,15
12-5-17:27:0:4,129,19
12-5-17:27:0:5,129,19
12-5-17:27:0:6,128,15
12-5-17:27:0:7,126,27
12-5-17:27:0:8,125,20
12-5-17:27:0:9,123,28
12-5-17:27:1:10,123,15
12-5-17:27:1:1,123,18
12-5-17:27:1:2,124,14
12-5-17:27:1:3,124,9
12-5-17:27:1:4,125,13
12-5-17:27:1:5,126,13
12-5-17:27:1:6,127,15
12-5-17:27:1:7,128,14
12-5-17:27:1:8,128,17
12-5-17:27:1:9,126,11
12-5-17:27:2:10,125,12
12-5-17:27:2:1,123,10
12-5-17:27:2:2,123,11
12-5-17:27:2:3,123,11
12-5-17:27:2:4,123,10
12-5-17:27:2:5,123,11
12-5-17:27:2:6,124,11
12-5-17:27:2:7,126,12
12-5-17:27:2:8,126,29
12-5-17:27:2:9,126,13
12-5-17:27:3:10,127,10
12-5-17:27:3:1,126,12
12-5-17:27:3:2,124,11
12-5-17:27:3:3,122,10
12-5-17:27:3:4,122,15
12-5-17:27:3:5,121,9
12-5-17:27:3:6,122,20
12-5-17:27:3:7,123,17
12-5-17:27:3:8,123,10
12-5-17:27:3:9,125,33
12-5-17:27:4:10,126,18
12-5-17:27:4:1,127,11
12-5-17:27:4:2,127,17
12-5-17:27:4:3,127,11
12-5-17:27:4:4,125,10
12-5-17:27:4:5,124,12
12-5-17:27:4:6,123,20
12-5-17:27:4:7,123,16
12-5-17:27:4:8,122,11
12-5-17:27:4:9,122,15
12-5-17:27:5:10,124,19
12-5-17:27:5:1,125,11
12-5-17:27:5:2,126,12
12-5-17:27:5:3,127,10
12-5-17:27:5:4,127,9
12-5-17:27:5:5,127,10
12-5-17:27:5:6,126,12
12-5-17:27:5:7,125,13
12-5-17:27:5:8,123,12
12-5-17:27:5:9,122,9
12-5-17:27:6:10,122,13
12-5-17:27:6:1,122,11
12-5-17:27:6:2,123,12
12-5-17:27:6:3,124,12
12-5-17:27:6:4,126,17
12-5-17:27:6:5,127,13
12-5-17:27:6:6,127,13
12-5-17:27:6:7,128,12
12-5-17:27:6:8,127,19
12-5-17:27:6:9,126,10
12-5-17:27:7:10,124,10
12-5-17:27:7:1,124,11
12-5-17:27:7:2,123,14
12-5-17:27:7:3,123,12
12-5-17:27:7:4,124,13
12-5-17:27:7:5,124,14
12-5-17:27:7:6,126,10
12-5-17:27:7:7,126,24
12-5-17:27:7:8,127,14
12-5-17:27:7:9,128,17
12-5-17:27:8:10,128,14
12-5-17:27:8:1,127,22
12-5-17:27:8:2,125,14
12-5-17:27:8:3,124,21
12-5-17:27:8:4,124,13
12-5-17:27:8:5,123,18
12-5-17:27:8:6,123,12
12-5-17:27:8:7,124,13
12-5-17:27:8:8,125,13
12-5-17:27:8:9,126,11
12-5-17:27:9:10,127,12
12-5-17:27:9:1,128,15
12-5-17:27:9:2,128,12
12-5-17:27:9:3,127,12
12-5-17:27:9:4,126,11
12-5-17:27:9:5,124,12
12-5-17:27:9:6,124,14
12-5-17:27:9:7,123,10
12-5-17:27:9:8,123,10
12-5-17:27:9:9,124,12
12-5-17:27:10:10,124,11
12-5-17:27:10:1,125,13
12-5-17:27:10:2,126,10
12-5-17:27:10:3,127,12
12-5-17:27:10:4,128,22
12-5-17:27:10:5,127,11
12-5-17:27:10:6,127,10
12-5-17:27:10:7,125,12
12-5-17:27:10:8,124,11
12-5-17:27:10:9,123,11
12-5-17:27:11:10,123,10
12-5-17:27:11:1,123,10
12-5-17:27:11:2,124,11
12-5-17:27:11:3,125,11
12-5-17:27:11:4,126,11
12-5-17:27:11:5,127,11
12-5-17:27:11:6,128,16
12-5-17:27:11:7,128,12
12-5-17:27:11:8,127,17
12-5-17:27:11:9,126,11
12-5-17:27:12:10,124,13
12-5-17:27:12:1,123,12
12-5-17:27:12:2,124,11
12-5-17:27:12:3,123,10
12-5-17:27:12:4,123,10
12-5-17:27:12:5,124,11
12-5-17:27:12:6,125,12
12-5-17:27:12:7,127,24
12-5-17:27:12:8,127,11
12-5-17:27:12:9,128,11
12-5-17:27:13:10,128,18
12-5-17:27:13:1,127,30
12-5-17:27:13:2,125,11
12-5-17:27:13:3,124,18
12-5-17:27:13:4,124,17
12-5-17:27:13:5,123,24
12-5-17:27:13:6,123,20
12-5-17:27:13:7,124,9
12-5-17:27:13:8,125,25
12-5-17:27:13:9,126,13
12-5-17:27:14:10,127,19
12-5-17:27:14:1,127,21
12-5-17:27:14:2,128,10
12-5-17:27:14:3,127,23
12-5-17:27:14:4,126,12
12-5-17:27:14:5,125,21
12-5-17:27:14:6,124,10
12-5-17:27:14:7,123,9
12-5-17:27:14:8,123,9
12-5-17:27:14:9,123,13
12-5-17:27:15:10,124,19
12-5-17:27:15:1,125,18
12-5-17:27:15:2,125,18
12-5-17:27:15:3,126,12
12-5-17:27:15:4,126,12
12-5-17:27:15:5,128,11
12-5-17:27:15:6,128,9
12-5-17:27:15:7,127,12
12-5-17:27:15:8,125,9
12-5-17:27:15:9,124,19
12-5-17:27:16:10,123,15
12-5-17:27:16:1,123,12
12-5-17:27:16:2,123,15
12-5-17:27:16:3,124,14
12-5-17:27:16:4,124,10
12-5-17:27:16:5,125,11
12-5-17:27:16:6,126,16
12-5-17:27:16:7,127,12
12-5-17:27:16:8,128,13
12-5-17:27:16:9,128,11
12-5-17:27:17:10,127,19
12-5-17:27:17:1,126,10
12-5-17:27:17:2,124,13
12-5-17:27:17:3,123,13
12-5-17:27:17:4,123,15
12-5-17:27:17:5,122,12
12-5-17:27:17:6,120,21
12-5-17:27:17:7,118,9
12-5-17:27:17:8,117,16
12-5-17:27:17:9,117,12
12-5-17:27:18:10,116,11
12-5-17:27:18:1,115,9
12-5-17:27:18:2,114,12
12-5-17:27:18:3,113,11
12-5-17:27:18:4,112,19
12-5-17:27:18:5,111,11
12-5-17:27:18:6,111,33
12-5-17:27:18:7,110,16
12-5-17:27:18:8,110,27
12-5-17:27:18:9,110,18
12-5-17:27:19:10,112,15
12-5-17:27:19:1,114,13
12-5-17:27:19:2,117,11
12-5-17:27:19:3,119,14
12-5-17:27:19:4,121,14
12-5-17:27:19:5,121,14
12-5-17:27:19:6,120,15
12-5-17:27:19:7,119,13
12-5-17:27:19:8,118,11
12-5-17:27:19:9,118,21
12-5-17:27:20:10,117,21
12-5-17:27:20:1,118,13
12-5-17:27:20:2,118,12
12-5-17:27:20:3,119,13
12-5-17:27:20:4,120,11
12-5-17:27:20:5,121,10
12-5-17:27:20:6,122,12
12-5-17:27:20:7,122,12
12-5-17:27:20:8,121,12
12-5-17:27:20:9,120,11
12-5-17:27:21:10,118,12
12-5-17:27:21:1,117,13
12-5-17:27:21:2,117,12
12-5-17:27:21:3,117,28
12-5-17:27:21:4,116,15
12-5-17:27:21:5,117,13
12-5-17:27:21:6,118,14
12-5-17:27:21:7,119,12
12-5-17:27:21:8,121,12
12-5-17:27:21:9,122,14
12-5-17:27:22:10,122,13
12-5-17:27:22:1,121,10
12-5-17:27:22:2,120,15
12-5-17:27:22:3,118,10
12-5-17:27:22:4,118,11
12-5-17:27:22:5,118,10
12-5-17:27:22:6,118,11
12-5-17:27:22:7,119,18
12-5-17:27:22:8,120,15
12-5-17:27:22:9,121,16
12-5-17:27:23:10,123,19
12-5-17:27:23:1,124,14
12-5-17:27:23:2,125,15
12-5-17:27:23:3,124,11
12-5-17:27:23:4,123,13
12-5-17:27:23:5,122,13
12-5-17:27:23:6,121,13
12-5-17:27:23:7,121,13
12-5-17:27:23:8,120,12
12-5-17:27:23:9,121,12
12-5-17:27:24:10,121,13
12-5-17:27:24:1,122,21
12-5-17:27:24:2,123,17
12-5-17:27:24:3,124,14
12-5-17:27:24:4,125,11
12-5-17:27:24:5,125,12
12-5-17:27:24:6,124,16
12-5-17:27:24:7,124,11
12-5-17:27:24:8,122,13
12-5-17:27:24:9,121,16
12-5-17:27:25:10,120,11
12-5-17:27:25:1,120,12
12-5-17:27:25:2,120,14
12-5-17:27:25:3,120,9
12-5-17:27:25:4,121,18
12-5-17:27:25:5,123,10
12-5-17:27:25:6,123,16
12-5-17:27:25:7,124,12
12-5-17:27:25:8,125,15
12-5-17:27:25:9,124,12
12-5-17:27:26:10,122,16
12-5-17:27:26:1,121,16
12-5-17:27:26:2,119,10
12-5-17:27:26:3,118,12
12-5-17:27:26:4,118,12
12-5-17:27:26:5,118,12
12-5-17:27:26:6,119,12
12-5-17:27:26:7,119,14
12-5-17:27:26:8,120,13
12-5-17:27:26:9,121,12
12-5-17:27:27:10,120,15
12-5-17:27:27:1,120,15
12-5-17:27:27:2,120,12
12-5-17:27:27:3,118,15
12-5-17:27:27:4,117,10
12-5-17:27:27:5,116,17
12-5-17:27:27:6,116,11
12-5-17:27:27:7,116,13
12-5-17:27:27:8,116,15
12-5-17:27:27:9,117,12
12-5-17:27:28:10,118,26
12-5-17:27:28:1,119,21
12-5-17:27:28:2,120,11
12-5-17:27:28:3,121,15
12-5-17:27:28:4,121,10
12-5-17:27:28:5,120,15
12-5-17:27:28:6,119,13
12-5-17:27:28:7,118,11
12-5-17:27:28:8,116,14
12-5-17:27:28:9,115,15
12-5-17:27:29:10,115,13
12-5-17:27:29:1,115,16
12-5-17:27:29:2,115,19
12-5-17:27:29:3,116,14
12-5-17:27:29:4,117,17
12-5-17:27:29:5,118,15
12-5-17:27:29:6,118,13
12-5-17:27:29:7,119,13
12-5-17:27:29:8,117,16
12-5-17:27:29:9,116,15
12-5-17:27:30:10,115,28
12-5-17:27:30:1,115,28
12-5-17:27:30:2,114,12
12-5-17:27:30:3,114,13
12-5-17:27:30:4,114,12
12-5-17:27:30:5,115,11
12-5-17:27:30:6,115,13
12-5-17:27:30:7,116,17
12-5-17:27:30:8,117,11
12-5-17:27:30:9,118,17
12-5-17:27:31:10,119,12
12-5-17:27:31:1,118,14
12-5-17:27:31:2,115,12
12-5-17:27:31:3,114,15
12-5-17:27:31:4,112,13
12-5-17:27:31:5,110,15
12-5-17:27:31:6,110,12
12-5-17:27:31:7,111,12
12-5-17:27:31:8,114,12
12-5-17:27:31:9,117,15
12-5-17:27:32:10,120,14
12-5-17:27:32:1,121,9
12-5-17:27:32:2,122,10
12-5-17:27:32:3,123,16
12-5-17:27:32:4,123,14
12-5-17:27:32:5,122,11
12-5-17:27:32:6,120,12
12-5-17:27:32:7,120,10
12-5-17:27:32:8,118,14
12-5-17:27:32:9,117,23
12-5-17:27:33:10,117,15
12-5-17:27:33:1,117,16
12-5-17:27:33:2,118,15
12-5-17:27:33:3,120,15
12-5-17:27:33:4,120,15
12-5-17:27:33:5,122,12
12-5-17:27:33:6,122,25
12-5-17:27:33:7,122,12
12-5-17:27:33:8,121,13
12-5-17:27:33:9,119,15
12-5-17:27:34:10,119,11
12-5-17:27:34:1,117,14
12-5-17:27:34:2,118,11
12-5-17:27:34:3,118,16
12-5-17:27:34:4,118,20
12-5-17:27:34:5,119,18
12-5-17:27:34:6,120,13
12-5-17:27:34:7,121,12
12-5-17:27:34:8,122,10
12-5-17:27:34:9,123,15
12-5-17:27:35:10,123,19
12-5-17:27:35:1,121,12
12-5-17:27:35:2,120,12
12-5-17:27:35:3,118,12
12-5-17:27:35:4,118,14
12-5-17:27:35:5,118,28
12-5-17:27:35:6,118,11
12-5-17:27:35:7,118,18
12-5-17:27:35:8,119,14
12-5-17:27:35:9,120,10
12-5-17:27:36:10,121,14
12-5-17:27:36:1,121,10
12-5-17:27:36:2,122,15
12-5-17:27:36:3,121,19
12-5-17:27:36:4,121,11
12-5-17:27:36:5,119,15
12-5-17:27:36:6,118,23
12-5-17:27:36:7,118,12
12-5-17:27:36:8,118,13
12-5-17:27:36:9,117,10
12-5-17:27:37:10,118,12
12-5-17:27:37:1,118,16
12-5-17:27:37:2,120,15
12-5-17:27:37:3,121,16
12-5-17:27:37:4,122,18
12-5-17:27:37:5,123,11
12-5-17:27:37:6,123,10
12-5-17:27:37:7,122,19
12-5-17:27:37:8,120,13
12-5-17:27:37:9,120,21
12-5-17:27:38:10,119,16
12-5-17:27:38:1,118,13
12-5-17:27:38:2,119,11
12-5-17:27:38:3,119,15
12-5-17:27:38:4,120,15
12-5-17:27:38:5,121,13
12-5-17:27:38:6,122,11
12-5-17:27:38:7,123,12
12-5-17:27:38:8,123,27
12-5-17:27:38:9,123,14
12-5-17:27:39:10,122,15
12-5-17:27:39:1,120,13
12-5-17:27:39:2,120,11
12-5-17:27:39:3,118,10
12-5-17:27:39:4,118,10
12-5-17:27:39:5,118,14
12-5-17:27:39:6,118,11
12-5-17:27:39:7,119,11
12-5-17:27:39:8,120,11
12-5-17:27:39:9,122,13
12-5-17:27:40:10,122,12
12-5-17:27:40:1,123,9
12-5-17:27:40:2,124,13
12-5-17:27:40:3,122,14
12-5-17:27:40:4,121,18
12-5-17:27:40:5,119,16
12-5-17:27:40:6,117,15
12-5-17:27:40:7,117,15
12-5-17:27:40:8,116,10
12-5-17:27:40:9,115,16
12-5-17:27:41:10,115,17
12-5-17:27:41:1,115,13
12-5-17:27:41:2,116,14
12-5-17:27:41:3,116,14
12-5-17:27:41:4,117,28
12-5-17:27:41:5,117,17
12-5-17:27:41:6,116,25
12-5-17:27:41:7,115,25
12-5-17:27:41:8,113,26
12-5-17:27:41:9,113,15
12-5-17:27:42:10,114,21
12-5-17:27:42:1,114,21
12-5-17:27:42:2,116,30
12-5-17:27:42:3,117,12
12-5-17:27:42:4,118,13
12-5-17:27:42:5,118,16
12-5-17:27:42:6,116,13
12-5-17:27:42:7,118,11
12-5-17:27:42:8,120,12
12-5-17:27:42:9,120,14
12-5-17:27:43:10,118,18
12-5-17:27:43:1,117,20
12-5-17:27:43:2,115,13
12-5-17:27:43:3,115,13
12-5-17:27:43:4,115,15
12-5-17:27:43:5,115,16
12-5-17:27:43:6,115,14
12-5-17:27:43:7,116,15
12-5-17:27:43:8,116,13
12-5-17:27:43:9,116,19
12-5-17:27:44:10,116,15
12-5-17:27:44:1,117,12
12-5-17:27:44:2,117,14
12-5-17:27:44:3,117,13
12-5-17:27:44:4,116,11
12-5-17:27:44:5,115,14
12-5-17:27:44:6,115,13
