time,light,sound
12-5-17:25:57:4,51,32
12-5-17:25:57:5,51,24
12-5-17:25:57:6,51,29
12-5-17:25:57:7,50,23
12-5-17:25:57:8,50,31
12-5-17:25:57:9,50,30
12-5-17:25:58:10,50,18
12-5-17:25:58:1,51,26
12-5-17:25:58:2,52,17
12-5-17:25:58:3,52,31
12-5-17:25:58:4,52,33
12-5-17:25:58:5,52,19
12-5-17:25:58:6,52,14
12-5-17:25:58:7,52,17
12-5-17:25:58:8,52,21
12-5-17:25:58:9,51,26
12-5-17:25:59:10,52,32
12-5-17:25:59:1,52,19
12-5-17:25:59:2,52,29
12-5-17:25:59:3,52,19
12-5-17:25:59:4,52,34
12-5-17:25:59:5,52,23
12-5-17:25:59:6,52,18
12-5-17:25:59:7,53,25
12-5-17:25:59:8,53,29
12-5-17:25:59:9,53,24
12-5-17:26:0:10,52,14
12-5-17:26:0:1,52,19
12-5-17:26:0:2,52,22
12-5-17:26:0:3,52,25
12-5-17:26:0:4,51,17
12-5-17:26:0:5,52,17
12-5-17:26:0:6,52,15
12-5-17:26:0:7,51,14
12-5-17:26:0:8,52,29
12-5-17:26:0:9,53,28
12-5-17:26:1:10,52,21
12-5-17:26:1:1,51,33
12-5-17:26:1:2,52,22
12-5-17:26:1:3,52,15
12-5-17:26:1:4,52,24
12-5-17:26:1:5,53,18
12-5-17:26:1:6,53,18
12-5-17:26:1:7,53,22
12-5-17:26:1:8,52,29
12-5-17:26:1:9,51,18
12-5-17:26:2:10,52,31
12-5-17:26:2:1,52,27
12-5-17:26:2:2,53,20
12-5-17:26:2:3,53,14
12-5-17:26:2:4,52,41
12-5-17:26:2:5,53,26
12-5-17:26:2:6,53,22
12-5-17:26:2:7,53,16
12-5-17:26:2:8,53,19
12-5-17:26:2:9,52,50
12-5-17:26:3:10,53,24
12-5-17:26:3:1,53,26
12-5-17:26:3:2,53,33
12-5-17:26:3:3,53,33
12-5-17:26:3:4,52,34
12-5-17:26:3:5,53,30
12-5-17:26:3:6,52,32
12-5-17:26:3:7,52,20
12-5-17:26:3:8,52,45
12-5-17:26:3:9,52,27
12-5-17:26:4:10,52,33
12-5-17:26:4:1,52,44
12-5-17:26:4:2,52,24
12-5-17:26:4:3,52,52
12-5-17:26:4:4,51,35
12-5-17:26:4:5,51,35
12-5-17:26:4:6,51,26
12-5-17:26:4:7,52,51
12-5-17:26:4:8,51,21
12-5-17:26:4:9,50,16
12-5-17:26:5:10,50,37
12-5-17:26:5:1,50,20
12-5-17:26:5:2,51,30
12-5-17:26:5:3,51,45
12-5-17:26:5:4,51,28
12-5-17:26:5:5,51,23
12-5-17:26:5:6,51,51
12-5-17:26:5:7,51,29
12-5-17:26:5:8,52,28
12-5-17:26:5:9,51,31
12-5-17:26:6:10,51,33
12-5-17:26:6:1,51,61
12-5-17:26:6:2,52,83
12-5-17:26:6:3,50,61
12-5-17:26:6:4,51,44
12-5-17:26:6:5,50,40
12-5-17:26:6:6,51,35
12-5-17:26:6:7,51,35
12-5-17:26:6:8,50,49
12-5-17:26:6:9,50,49
12-5-17:26:7:10,51,77
12-5-17:26:7:1,51,77
12-5-17:26:7:2,51,63
12-5-17:26:7:3,51,63
12-5-17:26:7:4,51,67
12-5-17:26:7:5,51,67
12-5-17:26:7:6,52,43
12-5-17:26:7:7,51,40
12-5-17:26:7:8,52,33
12-5-17:26:7:9,51,46
12-5-17:26:8:10,52,48
12-5-17:26:8:1,52,31
12-5-17:26:8:2,51,41
12-5-17:26:8:3,52,52
12-5-17:26:8:4,51,80
12-5-17:26:8:5,51,48
12-5-17:26:8:6,51,36
12-5-17:26:8:7,51,51
12-5-17:26:8:8,51,64
12-5-17:26:8:9,51,29
12-5-17:26:9:10,51,45
12-5-17:26:9:1,51,37
12-5-17:26:9:2,51,32
12-5-17:26:9:3,51,22
12-5-17:26:9:4,51,39
12-5-17:26:9:5,52,39
12-5-17:26:9:6,52,37
12-5-17:26:9:7,51,32
12-5-17:26:9:8,52,48
12-5-17:26:9:9,52,32
12-5-17:26:10:10,51,44
12-5-17:26:10:1,51,36
12-5-17:26:10:2,52,46
12-5-17:26:10:3,51,49
12-5-17:26:10:4,52,55
12-5-17:26:10:5,51,26
12-5-17:26:10:6,52,31
12-5-17:26:10:7,51,44
12-5-17:26:10:8,51,23
12-5-17:26:10:9,52,61
12-5-17:26:11:10,51,50
12-5-17:26:11:1,51,29
12-5-17:26:11:2,51,41
12-5-17:26:11:3,51,43
12-5-17:26:11:4,52,45
12-5-17:26:11:5,53,50
12-5-17:26:11:6,51,55
12-5-17:26:11:7,50,27
12-5-17:26:11:8,50,46
12-5-17:26:11:9,49,31
12-5-17:26:12:10,50,28
12-5-17:26:12:1,51,26
12-5-17:26:12:2,50,26
12-5-17:26:12:3,51,25
12-5-17:26:12:4,51,28
12-5-17:26:12:5,52,42
12-5-17:26:12:6,52,41
12-5-17:26:12:7,52,24
12-5-17:26:12:8,52,40
12-5-17:26:12:9,52,34
12-5-17:26:13:10,52,43
12-5-17:26:13:1,52,44
12-5-17:26:13:2,52,48
12-5-17:26:13:3,51,47
12-5-17:26:13:4,51,45
12-5-17:26:13:5,52,29
12-5-17:26:13:6,51,20
12-5-17:26:13:7,51,38
12-5-17:26:13:8,51,27
12-5-17:26:13:9,51,35
12-5-17:26:14:10,52,69
12-5-17:26:14:1,51,32
12-5-17:26:14:2,51,30
12-5-17:26:14:3,51,25
12-5-17:26:14:4,51,26
12-5-17:26:14:5,50,30
12-5-17:26:14:6,51,24
12-5-17:26:14:7,50,25
12-5-17:26:14:8,51,18
12-5-17:26:14:9,50,31
12-5-17:26:15:10,50,23
12-5-17:26:15:1,51,28
12-5-17:26:15:2,50,22
12-5-17:26:15:3,51,24
12-5-17:26:15:4,50,26
12-5-17:26:15:5,50,18
12-5-17:26:15:6,51,22
12-5-17:26:15:7,51,23
12-5-17:26:15:8,50,22
12-5-17:26:15:9,50,29
12-5-17:26:16:10,49,37
12-5-17:26:16:1,49,23
12-5-17:26:16:2,49,26
12-5-17:26:16:3,49,42
12-5-17:26:16:4,49,48
12-5-17:26:16:5,49,34
12-5-17:26:16:6,49,50
12-5-17:26:16:7,50,25
12-5-17:26:16:8,50,54
12-5-17:26:16:9,50,52
12-5-17:26:17:10,50,27
12-5-17:26:17:1,51,26
12-5-17:26:17:2,50,27
12-5-17:26:17:3,51,31
12-5-17:26:17:4,50,24
12-5-17:26:17:5,51,31
12-5-17:26:17:6,51,22
12-5-17:26:17:7,51,18
12-5-17:26:17:8,51,47
12-5-17:26:17:9,51,32
12-5-17:26:18:10,51,25
12-5-17:26:18:1,50,28
12-5-17:26:18:2,50,21
12-5-17:26:18:3,50,21
12-5-17:26:18:4,50,27
12-5-17:26:18:5,49,37
12-5-17:26:18:6,50,29
12-5-17:26:18:7,50,23
12-5-17:26:18:8,51,33
12-5-17:26:18:9,50,45
12-5-17:26:19:10,49,30
12-5-17:26:19:1,50,35
12-5-17:26:19:2,50,30
12-5-17:26:19:3,50,52
12-5-17:26:19:4,51,41
12-5-17:26:19:5,50,39
12-5-17:26:19:6,50,32
12-5-17:26:19:7,50,29
12-5-17:26:19:8,50,38
12-5-17:26:19:9,50,53
12-5-17:26:20:10,50,23
12-5-17:26:20:1,50,33
12-5-17:26:20:2,49,31
12-5-17:26:20:3,49,23
12-5-17:26:20:4,49,47
12-5-17:26:20:5,49,21
12-5-17:26:20:6,49,25
12-5-17:26:20:7,48,36
12-5-17:26:20:8,47,26
12-5-17:26:20:9,46,21
12-5-17:26:21:10,46,34
12-5-17:26:21:1,46,38
12-5-17:26:21:2,46,24
12-5-17:26:21:3,46,29
12-5-17:26:21:4,47,46
12-5-17:26:21:5,47,41
12-5-17:26:21:6,47,58
12-5-17:26:21:7,47,73
12-5-17:26:21:8,48,20
12-5-17:26:21:9,47,32
12-5-17:26:22:10,47,44
12-5-17:26:22:1,47,38
12-5-17:26:22:2,47,32
12-5-17:26:22:3,47,49
12-5-17:26:22:4,47,27
12-5-17:26:22:5,46,49
12-5-17:26:22:6,47,41
12-5-17:26:22:7,47,39
12-5-17:26:22:8,47,33
12-5-17:26:22:9,47,29
12-5-17:26:23:10,47,38
12-5-17:26:23:1,47,33
12-5-17:26:23:2,47,50
12-5-17:26:23:3,47,40
12-5-17:26:23:4,47,22
12-5-17:26:23:5,47,25
12-5-17:26:23:6,46,25
12-5-17:26:23:7,46,32
12-5-17:26:23:8,46,31
12-5-17:26:23:9,46,32
12-5-17:26:24:10,46,33
12-5-17:26:24:1,46,22
12-5-17:26:24:2,46,22
12-5-17:26:24:3,47,25
12-5-17:26:24:4,46,21
12-5-17:26:24:5,47,20
12-5-17:26:24:6,46,20
12-5-17:26:24:7,47,46
12-5-17:26:24:8,48,23
12-5-17:26:24:9,47,15
12-5-17:26:25:10,48,27
12-5-17:26:25:1,48,29
12-5-17:26:25:2,48,29
12-5-17:26:25:3,49,31
12-5-17:26:25:4,49,31
12-5-17:26:25:5,49,32
12-5-17:26:25:6,49,32
12-5-17:26:25:7,49,30
12-5-17:26:25:8,50,32
12-5-17:26:25:9,50,16
12-5-17:26:26:10,50,17
12-5-17:26:26:1,50,15
12-5-17:26:26:2,50,30
12-5-17:26:26:3,50,20
12-5-17:26:26:4,49,18
12-5-17:26:26:5,50,23
12-5-17:26:26:6,50,32
12-5-17:26:26:7,50,26
12-5-17:26:26:8,49,15
12-5-17:26:26:9,49,26
12-5-17:26:27:10,49,15
12-5-17:26:27:1,49,14
12-5-17:26:27:2,49,30
12-5-17:26:27:3,48,44
12-5-17:26:27:4,49,64
12-5-17:26:27:5,49,27
12-5-17:26:27:6,50,33
12-5-17:26:27:7,50,32
12-5-17:26:27:8,50,39
12-5-17:26:27:9,50,42
12-5-17:26:28:10,50,31
12-5-17:26:28:1,51,25
12-5-17:26:28:2,50,13
12-5-17:26:28:3,51,14
12-5-17:26:28:4,51,24
12-5-17:26:28:5,50,17
12-5-17:26:28:6,50,19
12-5-17:26:28:7,50,37
12-5-17:26:28:8,50,35
12-5-17:26:28:9,50,22
12-5-17:26:29:10,50,29
12-5-17:26:29:1,50,31
12-5-17:26:29:2,50,22
12-5-17:26:29:3,49,18
12-5-17:26:29:4,49,21
12-5-17:26:29:5,49,20
12-5-17:26:29:6,49,26
12-5-17:26:29:7,48,28
12-5-17:26:29:8,48,18
12-5-17:26:29:9,48,21
12-5-17:26:30:10,49,26
12-5-17:26:30:1,48,21
12-5-17:26:30:2,49,29
12-5-17:26:30:3,49,18
12-5-17:26:30:4,49,28
12-5-17:26:30:5,49,35
12-5-17:26:30:6,49,34
12-5-17:26:30:7,50,38
12-5-17:26:30:8,50,33
12-5-17:26:30:9,50,32
12-5-17:26:31:10,50,33
12-5-17:26:31:1,50,36
12-5-17:26:31:2,49,31
12-5-17:26:31:3,50,20
12-5-17:26:31:4,49,34
12-5-17:26:31:5,49,23
12-5-17:26:31:6,50,52
12-5-17:26:31:7,49,93
12-5-17:26:31:8,49,69
12-5-17:26:31:9,49,67
12-5-17:26:32:10,50,95
12-5-17:26:32:1,49,85
12-5-17:26:32:2,49,51
12-5-17:26:32:3,49,38
12-5-17:26:32:4,49,50
12-5-17:26:32:5,49,74
12-5-17:26:32:6,49,33
12-5-17:26:32:7,48,109
12-5-17:26:32:8,49,40
12-5-17:26:32:9,48,53
12-5-17:26:33:10,48,52
12-5-17:26:33:1,48,47
12-5-17:26:33:2,49,75
12-5-17:26:33:3,49,52
12-5-17:26:33:4,49,43
12-5-17:26:33:5,49,38
12-5-17:26:33:6,49,76
12-5-17:26:33:7,47,73
12-5-17:26:33:8,47,70
12-5-17:26:33:9,47,29
12-5-17:26:34:10,45,37
12-5-17:26:34:1,44,52
12-5-17:26:34:2,44,23
12-5-17:26:34:3,45,46
12-5-17:26:34:4,45,25
12-5-17:26:34:5,46,18
12-5-17:26:34:6,47,23
12-5-17:26:34:7,47,54
12-5-17:26:34:8,47,33
12-5-17:26:34:9,48,41
12-5-17:26:35:10,47,22
12-5-17:26:35:1,47,27
12-5-17:26:35:2,48,29
12-5-17:26:35:3,47,34
12-5-17:26:35:4,47,29
12-5-17:26:35:5,48,27
12-5-17:26:35:6,47,31
12-5-17:26:35:7,48,22
12-5-17:26:35:8,47,28
12-5-17:26:35:9,48,21
12-5-17:26:36:10,48,18
12-5-17:26:36:1,48,17
12-5-17:26:36:2,48,27
12-5-17:26:36:3,48,26
12-5-17:26:36:4,48,28
12-5-17:26:36:5,48,21
12-5-17:26:36:6,48,25
12-5-17:26:36:7,48,14
12-5-17:26:36:8,48,16
12-5-17:26:36:9,48,23
12-5-17:26:37:10,48,14
12-5-17:26:37:1,48,30
12-5-17:26:37:2,48,20
12-5-17:26:37:3,48,16
12-5-17:26:37:4,48,18
12-5-17:26:37:5,48,28
12-5-17:26:37:6,48,17
12-5-17:26:37:7,48,25
12-5-17:26:37:8,48,35
12-5-17:26:37:9,48,14
12-5-17:26:38:10,47,25
12-5-17:26:38:1,48,26
12-5-17:26:38:2,48,20
12-5-17:26:38:3,47,26
12-5-17:26:38:4,47,15
12-5-17:26:38:5,47,15
12-5-17:26:38:6,47,14
12-5-17:26:38:7,48,17
12-5-17:26:38:8,48,15
12-5-17:26:38:9,48,20
12-5-17:26:39:10,48,17
12-5-17:26:39:1,48,18
12-5-17:26:39:2,48,18
12-5-17:26:39:3,48,15
12-5-17:26:39:4,48,29
12-5-17:26:39:5,48,18
12-5-17:26:39:6,48,19
12-5-17:26:39:7,49,30
12-5-17:26:39:8,49,24
12-5-17:26:39:9,48,28
12-5-17:26:40:10,48,11
12-5-17:26:40:1,48,13
12-5-17:26:40:2,48,49
12-5-17:26:40:3,49,24
12-5-17:26:40:4,48,16
12-5-17:26:40:5,48,26
12-5-17:26:40:6,48,19
12-5-17:26:40:7,48,32
12-5-17:26:40:8,48,26
12-5-17:26:40:9,48,21
12-5-17:26:41:10,48,24
12-5-17:26:41:1,48,18
12-5-17:26:41:2,49,21
12-5-17:26:41:3,48,21
12-5-17:26:41:4,48,34
12-5-17:26:41:5,48,18
12-5-17:26:41:6,48,26
12-5-17:26:41:7,48,24
12-5-17:26:41:8,47,24
12-5-17:26:41:9,48,19
12-5-17:26:42:10,48,14
12-5-17:26:42:1,47,11
12-5-17:26:42:2,48,19
12-5-17:26:42:3,48,15
12-5-17:26:42:4,48,17
12-5-17:26:42:5,48,21
12-5-17:26:42:6,48,17
12-5-17:26:42:7,48,15
12-5-17:26:42:8,47,27
12-5-17:26:42:9,48,18
12-5-17:26:43:10,47,24
12-5-17:26:43:1,47,24
12-5-17:26:43:2,48,23
12-5-17:26:43:3,48,23
12-5-17:26:43:4,47,24
12-5-17:26:43:5,47,24
12-5-17:26:43:6,47,15
12-5-17:26:43:7,47,17
12-5-17:26:43:8,46,16
12-5-17:26:43:9,46,18
12-5-17:26:44:10,46,23
12-5-17:26:44:1,46,24
12-5-17:26:44:2,46,12
12-5-17:26:44:3,47,22
12-5-17:26:44:4,46,9
12-5-17:26:44:5,47,12
12-5-17:26:44:6,46,20
12-5-17:26:44:7,46,15
12-5-17:26:44:8,47,27
12-5-17:26:44:9,47,23
12-5-17:26:45:10,47,13
12-5-17:26:45:1,47,22
12-5-17:26:45:2,47,20
12-5-17:26:45:3,47,17
12-5-17:26:45:4,47,15
12-5-17:26:45:5,47,22
12-5-17:26:45:6,47,26
12-5-17:26:45:7,47,21
12-5-17:26:45:8,47,24
12-5-17:26:45:9,46,24
12-5-17:26:46:10,46,11
12-5-17:26:46:1,46,28
12-5-17:26:46:2,47,21
12-5-17:26:46:3,47,25
12-5-17:26:46:4,47,16
12-5-17:26:46:5,47,16
12-5-17:26:46:6,47,11
12-5-17:26:46:7,47,12
12-5-17:26:46:8,47,31
12-5-17:26:46:9,48,14
12-5-17:26:47:10,47,19
12-5-17:26:47:1,47,19
12-5-17:26:47:2,47,13
12-5-17:26:47:3,47,22
12-5-17:26:47:4,47,27
12-5-17:26:47:5,47,22
12-5-17:26:47:6,47,12
12-5-17:26:47:7,47,18
12-5-17:26:47:8,47,15
12-5-17:26:47:9,47,12
12-5-17:26:48:10,47,15
12-5-17:26:48:1,47,22
12-5-17:26:48:2,47,12
12-5-17:26:48:3,47,20
12-5-17:26:48:4,47,12
12-5-17:26:48:5,47,11
12-5-17:26:48:6,47,22
12-5-17:26:48:7,47,31
12-5-17:26:48:8,47,10
12-5-17:26:48:9,48,14
12-5-17:26:49:10,47,18
12-5-17:26:49:1,47,13
12-5-17:26:49:2,47,22
12-5-17:26:49:3,46,13
12-5-17:26:49:4,46,15
12-5-17:26:49:5,45,11
12-5-17:26:49:6,45,14
12-5-17:26:49:7,44,13
12-5-17:26:49:8,44,13
12-5-17:26:49:9,44,16
12-5-17:26:50:10,44,16
12-5-17:26:50:1,44,18
12-5-17:26:50:2,44,13
12-5-17:26:50:3,43,20
12-5-17:26:50:4,45,22
12-5-17:26:50:5,44,14
12-5-17:26:50:6,44,18
12-5-17:26:50:7,44,15
12-5-17:26:50:8,43,18
12-5-17:26:50:9,43,14
12-5-17:26:51:10,42,22
12-5-17:26:51:1,41,12
12-5-17:26:51:2,39,27
12-5-17:26:51:3,38,23
12-5-17:26:51:4,38,11
12-5-17:26:51:5,38,39
12-5-17:26:51:6,34,20
12-5-17:26:51:7,34,15
12-5-17:26:51:8,34,33
12-5-17:26:51:9,35,11
12-5-17:26:52:10,36,13
12-5-17:26:52:1,41,15
12-5-17:26:52:2,45,25
12-5-17:26:52:3,46,16
12-5-17:26:52:4,45,19
12-5-17:26:52:5,46,26
12-5-17:26:52:6,46,22
12-5-17:26:52:7,47,22
12-5-17:26:52:8,47,16
12-5-17:26:52:9,47,10
12-5-17:26:53:10,46,22
12-5-17:26:53:1,47,11
12-5-17:26:53:2,47,23
12-5-17:26:53:3,47,10
12-5-17:26:53:4,46,14
12-5-17:26:53:5,47,17
12-5-17:26:53:6,46,24
12-5-17:26:53:7,46,20
12-5-17:26:53:8,46,10
12-5-17:26:53:9,46,25
12-5-17:26:54:10,46,33
12-5-17:26:54:1,46,17
12-5-17:26:54:2,46,20
12-5-17:26:54:3,46,14
12-5-17:26:54:4,46,27
12-5-17:26:54:5,46,64
12-5-17:26:54:6,47,35
12-5-17:26:54:7,46,29
12-5-17:26:54:8,46,25
12-5-17:26:54:9,46,19
12-5-17:26:55:10,46,22
12-5-17:26:55:1,46,16
12-5-17:26:55:2,46,35
12-5-17:26:55:3,45,33
12-5-17:26:55:4,46,28
12-5-17:26:55:5,46,25
12-5-17:26:55:6,46,20
12-5-17:26:55:7,46,28
12-5-17:26:55:8,46,28
12-5-17:26:55:9,46,35
12-5-17:26:56:10,47,21
12-5-17:26:56:1,46,24
12-5-17:26:56:2,46,22
12-5-17:26:56:3,45,23
12-5-17:26:56:4,46,27
12-5-17:26:56:5,47,20
12-5-17:26:56:6,47,19
12-5-17:26:56:7,47,33
12-5-17:26:56:8,46,16
12-5-17:26:56:9,46,24
12-5-17:26:57:10,46,14
12-5-17:26:57:1,45,13
12-5-17:26:57:2,46,15
12-5-17:26:57:3,46,16
12-5-17:26:57:4,46,29
12-5-17:26:57:5,46,11
12-5-17:26:57:6,46,12
12-5-17:26:57:7,46,20
12-5-17:26:57:8,46,16
12-5-17:26:57:9,46,16
12-5-17:26:58:10,46,14
12-5-17:26:58:1,46,17
12-5-17:26:58:2,47,19
12-5-17:26:58:3,46,26
12-5-17:26:58:4,46,17
12-5-17:26:58:5,46,15
12-5-17:26:58:6,46,16
12-5-17:26:58:7,46,15
12-5-17:26:58:8,46,15
12-5-17:26:58:9,46,19
12-5-17:26:59:10,46,11
12-5-17:26:59:1,46,16
12-5-17:26:59:2,46,19
12-5-17:26:59:3,46,17
12-5-17:26:59:4,46,22
12-5-17:26:59:5,46,15
12-5-17:26:59:6,46,21
12-5-17:26:59:7,46,15
12-5-17:26:59:8,46,21
12-5-17:26:59:9,46,25
12-5-17:27:0:10,46,13
12-5-17:27:0:1,46,35
12-5-17:27:0:2,47,23
12-5-17:27:0:3,46,22
12-5-17:27:0:4,46,16
12-5-17:27:0:5,46,22
12-5-17:27:0:6,46,27
12-5-17:27:0:7,46,18
12-5-17:27:0:8,46,14
12-5-17:27:0:9,46,13
12-5-17:27:1:10,45,13
12-5-17:27:1:1,47,13
12-5-17:27:1:2,46,13
12-5-17:27:1:3,46,34
12-5-17:27:1:4,46,11
12-5-17:27:1:5,46,15
12-5-17:27:1:6,46,27
12-5-17:27:1:7,46,27
12-5-17:27:1:8,46,18
12-5-17:27:1:9,45,14
12-5-17:27:2:10,45,13
12-5-17:27:2:1,46,14
12-5-17:27:2:2,45,23
12-5-17:27:2:3,44,12
12-5-17:27:2:4,44,17
12-5-17:27:2:5,44,28
12-5-17:27:2:6,44,18
12-5-17:27:2:7,44,15
12-5-17:27:2:8,44,13
12-5-17:27:2:9,45,17
12-5-17:27:3:10,44,29
12-5-17:27:3:1,45,14
12-5-17:27:3:2,45,16
12-5-17:27:3:3,45,12
12-5-17:27:3:4,45,22
12-5-17:27:3:5,45,15
12-5-17:27:3:6,44,17
12-5-17:27:3:7,45,26
12-5-17:27:3:8,46,23
12-5-17:27:3:9,45,28
12-5-17:27:4:10,45,25
12-5-17:27:4:1,44,18
12-5-17:27:4:2,44,19
12-5-17:27:4:3,45,22
12-5-17:27:4:4,45,32
12-5-17:27:4:5,44,13
12-5-17:27:4:6,45,27
12-5-17:27:4:7,45,23
12-5-17:27:4:8,46,27
12-5-17:27:4:9,46,21
12-5-17:27:5:10,47,13
12-5-17:27:5:1,46,34
12-5-17:27:5:2,45,18
12-5-17:27:5:3,46,22
12-5-17:27:5:4,45,15
12-5-17:27:5:5,46,14
12-5-17:27:5:6,46,12
12-5-17:27:5:7,46,19
12-5-17:27:5:8,46,17
12-5-17:27:5:9,46,13
12-5-17:27:6:10,46,18
12-5-17:27:6:1,46,19
12-5-17:27:6:2,46,18
12-5-17:27:6:3,45,13
12-5-17:27:6:4,45,20
12-5-17:27:6:5,46,22
12-5-17:27:6:6,46,10
12-5-17:27:6:7,46,21
12-5-17:27:6:8,46,13
12-5-17:27:6:9,46,12
12-5-17:27:7:10,45,17
12-5-17:27:7:1,46,41
12-5-17:27:7:2,45,18
12-5-17:27:7:3,46,10
12-5-17:27:7:4,47,20
12-5-17:27:7:5,47,14
12-5-17:27:7:6,46,12
12-5-17:27:7:7,47,29
12-5-17:27:7:8,46,21
12-5-17:27:7:9,46,22
12-5-17:27:8:10,46,11
12-5-17:27:8:1,46,13
12-5-17:27:8:2,46,16
12-5-17:27:8:3,45,19
12-5-17:27:8:4,45,13
12-5-17:27:8:5,45,18
12-5-17:27:8:6,45,14
12-5-17:27:8:7,45,25
12-5-17:27:8:8,45,39
12-5-17:27:8:9,45,13
12-5-17:27:9:10,45,24
12-5-17:27:9:1,45,19
12-5-17:27:9:2,45,20
12-5-17:27:9:3,45,14
12-5-17:27:9:4,45,23
12-5-17:27:9:5,45,27
12-5-17:27:9:6,46,41
12-5-17:27:9:7,46,30
12-5-17:27:9:8,45,11
12-5-17:27:9:9,46,32
12-5-17:27:10:10,45,12
12-5-17:27:10:1,45,11
12-5-17:27:10:2,46,12
12-5-17:27:10:3,46,19
12-5-17:27:10:4,46,12
12-5-17:27:10:5,46,26
12-5-17:27:10:6,47,28
12-5-17:27:10:7,46,25
12-5-17:27:10:8,46,28
12-5-17:27:10:9,46,20
12-5-17:27:11:10,45,30
12-5-17:27:11:1,45,25
12-5-17:27:11:2,46,30
12-5-17:27:11:3,46,18
12-5-17:27:11:4,46,20
12-5-17:27:11:5,46,15
12-5-17:27:11:6,46,15
12-5-17:27:11:7,46,20
12-5-17:27:11:8,46,13
12-5-17:27:11:9,47,15
12-5-17:27:12:10,46,14
12-5-17:27:12:1,45,19
12-5-17:27:12:2,46,15
12-5-17:27:12:3,45,14
12-5-17:27:12:4,46,19
12-5-17:27:12:5,46,15
12-5-17:27:12:6,46,16
12-5-17:27:12:7,47,24
12-5-17:27:12:8,45,21
12-5-17:27:12:9,45,17
12-5-17:27:13:10,46,17
12-5-17:27:13:1,46,23
12-5-17:27:13:2,45,11
12-5-17:27:13:3,45,20
12-5-17:27:13:4,45,15
12-5-17:27:13:5,45,15
12-5-17:27:13:6,45,17
12-5-17:27:13:7,44,21
12-5-17:27:13:8,45,16
12-5-17:27:13:9,45,10
12-5-17:27:14:10,45,14
12-5-17:27:14:1,44,14
12-5-17:27:14:2,44,18
12-5-17:27:14:3,44,12
12-5-17:27:14:4,44,13
12-5-17:27:14:5,44,23
12-5-17:27:14:6,44,23
12-5-17:27:14:7,44,16
12-5-17:27:14:8,44,17
12-5-17:27:14:9,44,24
12-5-17:27:15:10,45,23
12-5-17:27:15:1,44,13
12-5-17:27:15:2,45,16
12-5-17:27:15:3,44,21
12-5-17:27:15:4,45,24
12-5-17:27:15:5,45,17
12-5-17:27:15:6,45,16
12-5-17:27:15:7,45,27
12-5-17:27:15:8,45,15
12-5-17:27:15:9,44,16
12-5-17:27:16:10,44,21
12-5-17:27:16:1,43,17
12-5-17:27:16:2,44,18
12-5-17:27:16:3,44,29
12-5-17:27:16:4,44,13
12-5-17:27:16:5,44,24
12-5-17:27:16:6,44,31
12-5-17:27:16:7,43,20
12-5-17:27:16:8,43,15
12-5-17:27:16:9,44,22
12-5-17:27:17:10,44,21
12-5-17:27:17:1,44,15
12-5-17:27:17:2,43,18
12-5-17:27:17:3,44,15
12-5-17:27:17:4,44,12
12-5-17:27:17:5,44,18
12-5-17:27:17:6,44,28
12-5-17:27:17:7,44,13
12-5-17:27:17:8,44,13
12-5-17:27:17:9,44,11
12-5-17:27:18:10,44,24
12-5-17:27:18:1,45,18
12-5-17:27:18:2,44,12
12-5-17:27:18:3,45,11
12-5-17:27:18:4,45,13
12-5-17:27:18:5,45,14
12-5-17:27:18:6,45,29
12-5-17:27:18:7,45,19
12-5-17:27:18:8,44,29
12-5-17:27:18:9,45,25
12-5-17:27:19:10,45,19
12-5-17:27:19:1,45,14
12-5-17:27:19:2,46,9
12-5-17:27:19:3,46,15
12-5-17:27:19:4,45,16
12-5-17:27:19:5,45,12
12-5-17:27:19:6,45,11
12-5-17:27:19:7,45,15
12-5-17:27:19:8,45,15
12-5-17:27:19:9,45,21
12-5-17:27:20:10,45,21
12-5-17:27:20:1,45,18
12-5-17:27:20:2,45,18
12-5-17:27:20:3,45,11
12-5-17:27:20:4,45,13
12-5-17:27:20:5,45,12
12-5-17:27:20:6,45,17
12-5-17:27:20:7,44,9
12-5-17:27:20:8,45,28
12-5-17:27:20:9,45,10
12-5-17:27:21:10,45,23
12-5-17:27:21:1,45,24
12-5-17:27:21:2,45,13
12-5-17:27:21:3,45,15
12-5-17:27:21:4,45,14
12-5-17:27:21:5,45,11
12-5-17:27:21:6,45,12
12-5-17:27:21:7,45,14
12-5-17:27:21:8,45,13
12-5-17:27:21:9,45,22
12-5-17:27:22:10,45,35
12-5-17:27:22:1,45,19
12-5-17:27:22:2,45,17
12-5-17:27:22:3,44,23
12-5-17:27:22:4,45,19
12-5-17:27:22:5,44,30
12-5-17:27:22:6,45,26
12-5-17:27:22:7,44,20
12-5-17:27:22:8,45,11
12-5-17:27:22:9,44,14
12-5-17:27:23:10,44,15
12-5-17:27:23:1,44,25
12-5-17:27:23:2,43,11
12-5-17:27:23:3,43,19
12-5-17:27:23:4,43,21
12-5-17:27:23:5,43,17
12-5-17:27:23:6,43,14
12-5-17:27:23:7,43,19
12-5-17:27:23:8,44,16
12-5-17:27:23:9,43,17
12-5-17:27:24:10,44,16
12-5-17:27:24:1,44,15
12-5-17:27:24:2,44,15
12-5-17:27:24:3,44,20
12-5-17:27:24:4,44,10
12-5-17:27:24:5,43,21
12-5-17:27:24:6,44,39
12-5-17:27:24:7,44,12
